,Names,Geometry,Address,Lattitude,Longitude,Category
2199,Prospect Park 150: The Connective Project,POINT(40.669411 -73.967668),,40.669411,-73.967668,StreetArt
2200,Swale,POINT(40.826705 -73.885021),,40.826705,-73.885021,StreetArt
2201,OY/YO,POINT(40.720517 -73.964095),,40.720517,-73.964095,StreetArt
2202,Hudson Square: Through Our Eyes,POINT(40.725193 -74.004427),,40.725193,-74.004427,StreetArt
2203,Divergence,POINT(40.685839 -73.972486),,40.685839,-73.972486,StreetArt
2204,Eyes,POINT(40.626845 -74.076544),,40.626845,-74.076544,StreetArt
2205,4 Seasons of Lindens at the Linden Sitting Area,POINT(40.653965 -73.918435),,40.653965,-73.918435,StreetArt
2206,Zig Zag Fence,POINT(40.71001 -73.982019),,40.71001,-73.982019,StreetArt
2207,Birds Eye View; Soaring; Natural Elements,POINT(40.872213 -73.882721),,40.872213,-73.882721,StreetArt
2208,Hell Gate Cairns,POINT(40.777367 -73.990979),,40.777367,-73.990979,StreetArt
2209,City,POINT(40.759653 -73.972161),Park Avenue Malls at 54th Street,40.759653,-73.972161,StreetArt
2210,Rose Crystal Tower,POINT(40.73504 -73.990148),,40.73504,-73.990148,StreetArt
2211,Triquetra for Healing,POINT(40.673805 -73.943606),,40.673805,-73.943606,StreetArt
2212,Birds of Paradise,POINT(40.598318 -73.767359),,40.598318,-73.767359,StreetArt
2213,East Harlem At Play,POINT(40.791907 73.946011),,40.791907,73.946011,StreetArt
2214,Untitled (Skate),POINT(40.711526 -73.992689),"Coleman Skate Park, Manhattan",40.711526,-73.992689,StreetArt
2215,In Someone Else&rsquo;s Shoes,POINT(40.873099 -73.919861),,40.873099,-73.919861,StreetArt
2216,Studio in the Park: Citizens of Earth,POINT(40.746238 -73.846251),,40.746238,-73.846251,StreetArt
2217,Atlas of the Third Millennium,POINT(40.8045 -73.942448),,40.8045,-73.942448,StreetArt
2218,"Building Mind, Body, and Spirit: BMS Art in the Park at Howard Playground",POINT(40.671748 -73.907709),,40.671748,-73.907709,StreetArt
2219,The Jones Part II,POINT(40.873034 -73.921551),,40.873034,-73.921551,StreetArt
2220,Whiteout,POINT(40.742135 -73.988185),,40.742135,-73.988185,StreetArt
2221,"Once You Hear Me, You Won't Forget Me",POINT(40.813437 -73.939062),,40.813437,-73.939062,StreetArt
2222,The Socrates Annual,POINT(40.768709 -73.936549),,40.768709,-73.936549,StreetArt
2223,Searches and Reaches,POINT(40.671318 -73.969682),,40.671318,-73.969682,StreetArt
2224,Window to the Heart,POINT(40.758838 -73.985081),,40.758838,-73.985081,StreetArt
2225,Hudson Square: Through Our Eyes,POINT(40.725193 -74.004427),,40.725193,-74.004427,StreetArt
2226,BTN x MADSTEEZ Basketball Court,POINT(40.774549 -73.92318),,40.774549,-73.92318,StreetArt
2227,RECLINING FIGURE (Buddha&acirc;??s Classic Pose),POINT(40.715074 -73.989839),,40.715074,-73.989839,StreetArt
2228,Wind Sculpture (SG) I,POINT(40.765108 -73.972788),Doris C. Freedman Plaza,40.765108,-73.972788,StreetArt
2229,I Left My Lamp Beside the Golden Door,POINT(40.747312 -74.005218),,40.747312,-74.005218,StreetArt
2230,Color Columns,POINT(40.752204 -73.968491),,40.752204,-73.968491,StreetArt
2231,Agora,POINT(40.746063 -74.006128),Multiple locations,40.746063,-74.006128,StreetArt
2232,Artwork Inspired by The Last O.G. on TBS,POINT(40.695418 -73.951648),,40.695418,-73.951648,StreetArt
2233,Our Memories,POINT(40.715028 -74.002647),,40.715028,-74.002647,StreetArt
2234,Black Dada Flag (Black Lives Matter),POINT(40.782556 -73.931336),,40.782556,-73.931336,StreetArt
2235,Neighbors Project,POINT(40.72392 -73.990919),,40.72392,-73.990919,StreetArt
2236,EL DORADO - The New Forty-Niners,POINT(40.765952 -73.829376),,40.765952,-73.829376,StreetArt
2237,ARMORS,POINT(40.863806 -73.932732),,40.863806,-73.932732,StreetArt
2238,Kathy Ruttenberg on Broadway: in dreams awake,POINT(40.772164 -73.982425),Dante Park and Broadway Malls from 64th Street to 157th Street,40.772164,-73.982425,StreetArt
2239,Delirious Matter,POINT(40.742611 -73.98778),,40.742611,-73.98778,StreetArt
2240,Monumental Sculptures,POINT(40.758516 -73.973019),"52nd Street, 57th Street, 67th Street, 72nd Street, and 79th Street",40.758516,-73.973019,StreetArt
2241,Prop,POINT(40.743069 -74.007256),,40.743069,-74.007256,StreetArt
2242,Colony Expanse,POINT(40.752779 -73.96969),,40.752779,-73.96969,StreetArt
2243,Convene,POINT(40.742643 -73.961102),,40.742643,-73.961102,StreetArt
2244,Built,POINT(40.768845 -73.936669),,40.768845,-73.936669,StreetArt
2245,Out of Thin Air,POINT(40.712304 -74.006896),,40.712304,-74.006896,StreetArt
2246,HEDERA,POINT(40.663372 -73.976525),,40.663372,-73.976525,StreetArt
2247,Fiesta Forever,POINT(40.712737 -73.939736),"Powers Street Garden, Brooklyn",40.712737,-73.939736,StreetArt
2248,Rainbow Mural,POINT(40.701411 -73.855825),,40.701411,-73.855825,StreetArt
2249,Functional Bodies,POINT(40.722327 -73.847117),,40.722327,-73.847117,StreetArt
2250,Maren Hassinger: Monuments,POINT(40.804664 -73.94219),,40.804664,-73.94219,StreetArt
2251,What Defines Greenpoint Identity,POINT(40.724342 -73.944118),,40.724342,-73.944118,StreetArt
2252,Ziemia,POINT(40.724352 -73.944139),,40.724352,-73.944139,StreetArt
2253,Steinway Cipher,POINT(40.776373 -73.903465),,40.776373,-73.903465,StreetArt
2254,Mom-and-Pops of the L.E.S.,POINT(40.714675 -73.989755),,40.714675,-73.989755,StreetArt
2255,Fence Weaving,POINT(40.644794 -73.920121),,40.644794,-73.920121,StreetArt
2256,"River Rising/Sube el Rio: An Exposition of Science, Art and Technology",POINT(40.835417 -73.880313),,40.835417,-73.880313,StreetArt
2257,Picnic,POINT(40.702258 -73.924105),,40.702258,-73.924105,StreetArt
2258,Hip-Hop for Hope!,POINT(40.821525 -73.914152),Latinos Unidos Garden,40.821525,-73.914152,StreetArt
2259,Round Robin at ArtBuilt Mobile Studio,POINT(40.714416 -73.98881),,40.714416,-73.98881,StreetArt
2260,Come Closer and the View Gets Wider,POINT(40.720188 -74.005532),,40.720188,-74.005532,StreetArt
2261,The Pencil Museum,POINT(40.641448 -74.135807),,40.641448,-74.135807,StreetArt
2262,"I am Here@Thomas Jefferson Park, 113 Street and 1st Ave, Manhattan, NY",POINT(40.793187 -73.934775),,40.793187,-73.934775,StreetArt
2263,Sitting Together,POINT(40.827614 -73.923135),,40.827614,-73.923135,StreetArt
2264,Islands of the Unisphere,POINT(40.746849 -73.845636),,40.746849,-73.845636,StreetArt
2265,East New York: We Walk in a Field of Dreams,POINT(40.664537 -73.897472),Success Garden,40.664537,-73.897472,StreetArt
2266,Onkel Oskar's Suspenders,POINT(40.859481 -73.922366),,40.859481,-73.922366,StreetArt
2267,Folly / Function: RRRolling Stones,POINT(40.768622 -73.93634),,40.768622,-73.93634,StreetArt
2268,I&rsquo;m So Happy You&rsquo;re Here,POINT(40.8333 -73.862589),,40.8333,-73.862589,StreetArt
2269,Mariposas Lamps,POINT(40.638183 -74.117889),,40.638183,-74.117889,StreetArt
2270,Talking Tubes,POINT(40.641682 -74.075897),,40.641682,-74.075897,StreetArt
2271,Ballena & Vallenato (Whale and Calf),POINT(40.641682 -74.075897),,40.641682,-74.075897,StreetArt
2272,DNA (Dynamic Nature Art),POINT(40.626968 -74.076414),,40.626968,-74.076414,StreetArt
2273,Drum Totem,POINT(40.637264 -74.076401),,40.637264,-74.076401,StreetArt
2274,Dolphins del Fin,POINT(40.631825 -74.076035),Bay Street Median (at Clinton Street),40.631825,-74.076035,StreetArt
2275,"Float, Float, Float On",POINT(40.627346 -74.072531),Stapleton Esplanade at Water Street,40.627346,-74.072531,StreetArt
2276,Absent Monuments,POINT(40.702802 -73.802751),,40.702802,-73.802751,StreetArt
2277,Stick Stump & The Lawn Lumps,POINT(40.626824 -74.076972),,40.626824,-74.076972,StreetArt
2278,dusk.space,POINT(40.707459 -74.001242),,40.707459,-74.001242,StreetArt
2279,Kitchen Trees,POINT(40.71214 -74.00716),,40.71214,-74.00716,StreetArt
2280,"Peppermint in Pieces, Park Delight, and The Park Fence Project",POINT(40.710785 -73.798521),,40.710785,-73.798521,StreetArt
2281,Present Histories: An East Harlem Photo Album,POINT(40.800956 -73.938807),,40.800956,-73.938807,StreetArt
2282,Nueva Bronx: 21st Century Families,POINT(40.825237 -73.915596),,40.825237,-73.915596,StreetArt
2283,Migrations,POINT(40.820447 -73.95193),,40.820447,-73.95193,StreetArt
2284,US Open Art Courts x Chase,POINT(40.684284 -73.887026),,40.684284,-73.887026,StreetArt
2285,Adorn Me,POINT(40.693198 -73.973962),,40.693198,-73.973962,StreetArt
2286,Community Heroes,POINT(40.697488 -73.978673),,40.697488,-73.978673,StreetArt
2287,Community Heroes,POINT(40.691053 -73.977305),,40.691053,-73.977305,StreetArt
2288,Washington 20/20/20,POINT(40.735296 -73.990802),,40.735296,-73.990802,StreetArt
2289,The Wall,POINT(40.701041 -73.989707),,40.701041,-73.989707,StreetArt
2290,Pond,POINT(40.872234 -73.882847),,40.872234,-73.882847,StreetArt
2291,Viewfinding,POINT(40.777352 -73.990939),,40.777352,-73.990939,StreetArt
2292,Color Columns,POINT(40.671013 -73.962148),,40.671013,-73.962148,StreetArt
2293,Baby Park 2050,POINT(40.753406 -73.9459),"Queensbridge ""Baby"" Park (12th Street and 41st Road)",40.753406,-73.9459,StreetArt
2294,Moving and Living: BMS Art in the Park at Betsy Head,POINT(40.663536 -73.912392),,40.663536,-73.912392,StreetArt
2295,Full Steam Ahead,POINT(40.742603 -73.987774),,40.742603,-73.987774,StreetArt
2296,Harbor Block,POINT(40.636561 -74.160688),,40.636561,-74.160688,StreetArt
2297,Art in Concrete Plant Park,POINT(40.824977 -73.885263),,40.824977,-73.885263,StreetArt
2298,Rep Your Flag,POINT(40.844654 -73.915413),,40.844654,-73.915413,StreetArt
2299,Masquerade,POINT(40.760651 -73.911413),,40.760651,-73.911413,StreetArt
2300,Tear of the Cloud,POINT(40.779623 -73.988996),,40.779623,-73.988996,StreetArt
2301,The Lake Project 62 (detail),POINT(40.767859 -73.936234),,40.767859,-73.936234,StreetArt
2302,The Socrates Annual,POINT(40.768557 -73.93647),,40.768557,-73.93647,StreetArt
2303,Universal Solvent,POINT(40.752767 -73.969779),,40.752767,-73.969779,StreetArt
2304,(x) of many children,POINT(40.69019 -73.946045),,40.69019,-73.946045,StreetArt
2305,Madsteez x MTN DEW,POINT(40.820394 -73.946777),West 140th Street and St. Nicholas Avenue,40.820394,-73.946777,StreetArt
2306,Folk Art on the Broadway Malls,POINT(40.768982 -73.982083),,40.768982,-73.982083,StreetArt
2307,"I Don't Know Why the Caged Bird Sings, Ah me...",POINT(40.804541 -73.942459),,40.804541,-73.942459,StreetArt
2308,Peaceful Perch,POINT(40.803531 -73.944671),,40.803531,-73.944671,StreetArt
2309,What We Carry,POINT(40.746324 -73.883612),,40.746324,-73.883612,StreetArt
2310,Healing On Fertile Ground,POINT(40.629807 -73.888838),,40.629807,-73.888838,StreetArt
2311,Opposition Position,POINT(40.873128 -73.919654),,40.873128,-73.919654,StreetArt
2312,Sanar (Heal),POINT(40.873207 -73.919219),,40.873207,-73.919219,StreetArt
2313,Afro Clouds,POINT(40.661935 -73.912116),Thomas Boyland Community Garden,40.661935,-73.912116,StreetArt
2314,X,POINT(40.759002 -73.985057),,40.759002,-73.985057,StreetArt
2315,Tension Sculptures,POINT(40.763555 -73.969346),"53rd Street, 57th Street, 60th Street, 67th Street, and 70th Street",40.763555,-73.969346,StreetArt
2316,Tilted Head,POINT(40.765088 -73.972824),Doris C. Freedman Plaza,40.765088,-73.972824,StreetArt
2317,"Ecology Sampler: 40.684523 Latitude, -73.886898 Longitude",POINT(40.684528 -73.886889),,40.684528,-73.886889,StreetArt
2318,Silent Agitator,POINT(40.748614 -74.004249),,40.748614,-74.004249,StreetArt
2319,Re-Material Wall,POINT(40.803848 -73.963566),West 111th Street People&rsquo;s Garden,40.803848,-73.963566,StreetArt
2320,Respecting Black Women and Girls in St. Albans,POINT(40.69929 -73.757835),,40.69929,-73.757835,StreetArt
2321,Untitled,POINT(40.811379 -73.95155),William B. Washington Memorial Garden,40.811379,-73.95155,StreetArt
2322,Pieces of Poetry: a community mosaic celebration,POINT(40.691587 -73.975522),,40.691587,-73.975522,StreetArt
2323,Community: You never really know your own language until you study another,POINT(40.703379 -73.804001),,40.703379,-73.804001,StreetArt
2324,Subliminal Standard,POINT(40.699031 -73.990268),,40.699031,-73.990268,StreetArt
2325,Field's Jax IV,POINT(40.701451 -73.987877),,40.701451,-73.987877,StreetArt
2326,Field's Jax I,POINT(40.700869 -73.989601),,40.700869,-73.989601,StreetArt
2327,"Chronos Cosmos: Deep Time, Open Space",POINT(40.768812 -73.936829),,40.768812,-73.936829,StreetArt
2328,Yearly Sanctuary,POINT(40.708026 -73.84729),,40.708026,-73.84729,StreetArt
2329,Onwards,POINT(40.766405 -73.939855),,40.766405,-73.939855,StreetArt
2330,Race and Revolution: Reimagining Monuments,POINT(40.672909 -73.984568),,40.672909,-73.984568,StreetArt
2331,"Nicolas Holiber: Birds on Broadway, the Audubon Sculpture Project",POINT(40.778721 -73.982043),Dante Park and Broadway Malls from 64th Street to 157th Street,40.778721,-73.982043,StreetArt
2332,SUPERSTORM,POINT(40.722612 -74.005446),,40.722612,-74.005446,StreetArt
2333,what was & what is,POINT(40.746338 -73.943704),,40.746338,-73.943704,StreetArt
2334,Model to Monument,POINT(40.828096 -73.95405),,40.828096,-73.95405,StreetArt
2335,Alley-Oop,POINT(40.803327 -73.943166),,40.803327,-73.943166,StreetArt
2336,5b9k3q@^tg6!+2F<%O,POINT(40.750048 -74.000641),,40.750048,-74.000641,StreetArt
2337,Becoming Biodiversity,POINT(40.72275 -73.827917),Willow Lake,40.72275,-73.827917,StreetArt
2338,City in the Grass,POINT(40.742088 -73.988081),,40.742088,-73.988081,StreetArt
2339,Brick House,POINT(40.752099 -74.000973),,40.752099,-74.000973,StreetArt
2340,Color Columns,POINT(40.756371 -73.949704),,40.756371,-73.949704,StreetArt
2341,POOLTIME,POINT(40.739352 -73.841413),,40.739352,-73.841413,StreetArt
2342,Pavilion Landing,POINT(40.751093 -73.843113),,40.751093,-73.843113,StreetArt
2343,BIRDLINK,POINT(40.723407 -73.990904),,40.723407,-73.990904,StreetArt
2344,Together As ONE,POINT(40.676906 -73.97843),,40.676906,-73.97843,StreetArt
2345,Beacon Sails,POINT(40.766066 -73.829453),,40.766066,-73.829453,StreetArt
2346,CommUNITY Cities,POINT(40.81557 -73.948998),,40.81557,-73.948998,StreetArt
2347,Hospicio Caba&Atilde;&plusmn;as (Playable Stage for Thunder Hawk),POINT(40.74602 -73.852649),,40.74602,-73.852649,StreetArt
2348,The Boogie Down (Youth) Booth,POINT(40.840215 -73.918116),,40.840215,-73.918116,StreetArt
2349,Walk This Way: Imagining My Staten Island,POINT(40.628903 -74.07301),Stapleton Waterfront Park,40.628903,-74.07301,StreetArt
2350,La Flor De Mi Madre,POINT(40.802547 -73.941154),,40.802547,-73.941154,StreetArt
2351,EAT ME!,POINT(40.801989 -73.941556),,40.801989,-73.941556,StreetArt
2352,Pillar Murals,POINT(40.681898 -73.913987),,40.681898,-73.913987,StreetArt
2353,Estructuras Monumentales,POINT(40.712054 -74.00738),,40.712054,-74.00738,StreetArt
2354,Rigged,POINT(40.721983 -73.846385),,40.721983,-73.846385,StreetArt
2355,The Immigrant Journey &ndash; Past Meets Present,POINT(40.597497 -74.070891),,40.597497,-74.070891,StreetArt
2356,Las Palabras son Muros [Pavilion for Astoria],POINT(40.768407 -73.936504),,40.768407,-73.936504,StreetArt
2357,Superheroes for Schools Piano,POINT(40.752109 -73.96812),,40.752109,-73.96812,StreetArt
2358,Waiting for the session to begin,POINT(40.572415 -73.984985),Boardwalk Pavilion at West 21 Street,40.572415,-73.984985,StreetArt
2359,Tune Squad Court,POINT(40.711034 -73.955051),,40.711034,-73.955051,StreetArt
2360,Roots on Fire,POINT(40.800986 -73.938844),,40.800986,-73.938844,StreetArt
2361,TimeSeed,POINT(40.680271 -73.98515),,40.680271,-73.98515,StreetArt
2362,Park Avenue Departure,POINT(40.762283 -73.970274),Park Avenue Malls from 52nd Street to 59th Street,40.762283,-73.970274,StreetArt
2363,Under the Sun,POINT(40.677376 -73.972489),Greenstreet on Flatbush Avenue between 7th Avenue and Park Place,40.677376,-73.972489,StreetArt
2364,The Horses,POINT(40.765171 -73.972808),Doris C. Freedman Plaza,40.765171,-73.972808,StreetArt
2365,Chlo&euml; Bass: Wayfinding,POINT(40.817281 -73.948345),,40.817281,-73.948345,StreetArt
2366,"Together, Athanatos-for ever",POINT(40.858049 -73.904825),"Jardin De Las Rosas, Bronx",40.858049,-73.904825,StreetArt
2367,The Socrates Annual,POINT(40.768465 -73.936652),,40.768465,-73.936652,StreetArt
2368,The Immigrant Journey -- Past Meets Present (Mural),POINT(40.59747 -74.070909),,40.59747,-74.070909,StreetArt
2369,New Monuments for New Cities,POINT(40.742074 -74.00774),at 14th Street,40.742074,-74.00774,StreetArt
2370,Bunker Head,POINT(40.690949 -73.981591),,40.690949,-73.981591,StreetArt
2371,"Together, We Will Grow",POINT(40.674453 -73.93256),Eden&rsquo;s Community Garden,40.674453,-73.93256,StreetArt
2372,The F-Stop Project: We Are Queensbridge,POINT(40.754985 -73.94881),,40.754985,-73.94881,StreetArt
2373,Celebrations,POINT(40.828194 -73.902554),Jackson Forest&Atilde;&cent;??s Community Garden,40.828194,-73.902554,StreetArt
2374,What Defines Greenpoint Identity,POINT(40.724354 -73.94428),,40.724354,-73.94428,StreetArt
2375,Dream Machine: Dandara,POINT(40.720151 -74.005585),,40.720151,-74.005585,StreetArt
2376,The Writing on the Wall,POINT(40.747979 -74.004707),at 14th Street,40.747979,-74.004707,StreetArt
2377,Flora_Interpretations,POINT(40.72002 -73.984464),Clinton Community Garden,40.72002,-73.984464,StreetArt
2378,North Brooklyn Runners Project,POINT(40.720742 -73.954539),,40.720742,-73.954539,StreetArt
2379,Fantastic Creatures,POINT(40.755676 -74.000433),,40.755676,-74.000433,StreetArt
2380,Once Upon a Time and The Frog Prince,POINT(40.752668 -73.969819),,40.752668,-73.969819,StreetArt
2381,A Long Walk to Freedom and Reflection,POINT(40.827174 -73.935884),,40.827174,-73.935884,StreetArt
2382,Monument,POINT(40.742746 -73.987647),,40.742746,-73.987647,StreetArt
2383,Heart Squared,POINT(40.758845 -73.985135),Times Square,40.758845,-73.985135,StreetArt
2384,Compostela Fractal Study of a Shell,POINT(40.718635 -74.006861),Finn Square,40.718635,-74.006861,StreetArt
2385,Temporary Red Dot,POINT(40.685039 -73.885682),,40.685039,-73.885682,StreetArt
2386,I AM FREE,POINT(40.827412 -73.936023),,40.827412,-73.936023,StreetArt
2387,Liberty Bell,POINT(40.579789 -73.828375),Beach 108 St. at Rockaway Boardwalk and the Rockaway Ferry Landing,40.579789,-73.828375,StreetArt
2388,MONUMENTS NOW,POINT(40.768457 -73.936546),,40.768457,-73.936546,StreetArt
2389,Mother Earth,POINT(40.582791 -73.818298),Beach 98 St. at Rockaway Boardwalk,40.582791,-73.818298,StreetArt
2390,King Nyani,POINT(40.75474 -74.001436),,40.75474,-74.001436,StreetArt
2391,Brooklyn Utopias: 2020,POINT(40.673038 -73.9847),,40.673038,-73.9847,StreetArt
2392,"Torso II, Swinging II, Messenger of the Gods (medium)",POINT(40.74627 -73.94358),,40.74627,-73.94358,StreetArt
2393,7 x 7 (HOPE),POINT(40.739541 -73.841437),,40.739541,-73.841437,StreetArt
2394,Doors for Doris,POINT(40.765094 -73.972766),Doris C. Freedman Plaza,40.765094,-73.972766,StreetArt
2395,Field&rsquo;s Jax Thicket,POINT(40.87191 -73.805997),Bartow-Pell Mansion Museum,40.87191,-73.805997,StreetArt
2396,Inspired By &ldquo;What Is Left&rdquo;,POINT(40.663299 -73.976467),Prospect Park Bandshell,40.663299,-73.976467,StreetArt
2397,Another way it could go,POINT(40.742676 -73.84997),,40.742676,-73.84997,StreetArt
2398,Medusa With The Head of Perseus,POINT(40.716124 -74.001716),,40.716124,-74.001716,StreetArt
2399,Big Yard Mural,POINT(40.581031 -73.830889),,40.581031,-73.830889,StreetArt
2400,CoVIDA- Homage to Victims of the Pandemic,POINT(40.834556 -73.938905),,40.834556,-73.938905,StreetArt
2401,Floating Woman (Floating Figure),POINT(40.742489 -73.960581),,40.742489,-73.960581,StreetArt
2402,Fractured Spectrum,POINT(40.822711 -73.926742),,40.822711,-73.926742,StreetArt
2403,To Each Their Own,POINT(-74.004524 -74.004524),,-74.004524,-74.004524,StreetArt
2404,TimberWolf,POINT(40.704129 -73.92372),,40.704129,-73.92372,StreetArt
2405,Light of Freedom,POINT(40.74208 -73.988502),,40.74208,-73.988502,StreetArt
